cause,d,executed_code_modular_addition_factor,missing_factor_code_over_paper,n,paper_derivation_modular_addition_factor,paper_reported_implementation_class,q,source_verified_implementation_class
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2449216,13.946428571428571,781,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2452352,13.964285714285714,782,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2455488,13.982142857142858,783,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",28,2458624,14.0,784,175616,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2504150,14.272727272727273,785,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2507340,14.290909090909091,786,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2510530,14.309090909090909,787,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2513720,14.327272727272728,788,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2516910,14.345454545454546,789,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2520100,14.363636363636363,790,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2523290,14.381818181818181,791,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2526480,14.4,792,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2529670,14.418181818181818,793,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2532860,14.436363636363636,794,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2536050,14.454545454545455,795,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2539240,14.472727272727273,796,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2542430,14.49090909090909,797,175450,O(n^(5/2) log n),55,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2591904,14.25,798,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2595152,14.267857142857142,799,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2598400,14.285714285714286,800,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2601648,14.303571428571429,801,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2604896,14.321428571428571,802,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2608144,14.339285714285714,803,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2611392,14.357142857142858,804,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2614640,14.375,805,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2617888,14.392857142857142,806,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2621136,14.410714285714286,807,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2624384,14.428571428571429,808,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2627632,14.446428571428571,809,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2630880,14.464285714285714,810,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2634128,14.482142857142858,811,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2637376,14.5,812,181888,O(n^(5/2) log n),56,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2687778,14.263157894736842,813,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2691084,14.280701754385966,814,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2694390,14.298245614035087,815,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2697696,14.31578947368421,816,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2701002,14.333333333333334,817,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2704308,14.350877192982455,818,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2707614,14.368421052631579,819,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2710920,14.385964912280702,820,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2714226,14.403508771929825,821,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2717532,14.421052631578947,822,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2720838,14.43859649122807,823,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2724144,14.456140350877194,824,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2727450,14.473684210526315,825,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2730756,14.491228070175438,826,188442,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2782028,14.258620689655173,827,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2785392,14.275862068965518,828,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2788756,14.293103448275861,829,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2792120,14.310344827586206,830,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2795484,14.327586206896552,831,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2798848,14.344827586206897,832,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2802212,14.362068965517242,833,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2805576,14.379310344827585,834,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2808940,14.39655172413793,835,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2812304,14.413793103448276,836,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2815668,14.431034482758621,837,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2819032,14.448275862068966,838,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2822396,14.46551724137931,839,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2825760,14.482758620689655,840,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",29,2829124,14.5,841,195112,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2879640,14.771929824561404,842,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2883060,14.789473684210526,843,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2886480,14.807017543859649,844,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2889900,14.824561403508772,845,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2893320,14.842105263157896,846,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2896740,14.859649122807017,847,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2900160,14.87719298245614,848,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2903580,14.894736842105264,849,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2907000,14.912280701754385,850,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2910420,14.929824561403509,851,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2913840,14.947368421052632,852,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2917260,14.964912280701755,853,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2920680,14.982456140350877,854,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2924100,15.0,855,194940,O(n^(5/2) log n),57,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2978880,14.758620689655173,856,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2982360,14.775862068965518,857,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2985840,14.793103448275861,858,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2989320,14.810344827586206,859,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2992800,14.827586206896552,860,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2996280,14.844827586206897,861,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,2999760,14.862068965517242,862,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3003240,14.879310344827585,863,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3006720,14.89655172413793,864,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3010200,14.913793103448276,865,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3013680,14.931034482758621,866,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3017160,14.948275862068966,867,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3020640,14.96551724137931,868,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3024120,14.982758620689655,869,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3027600,15.0,870,201840,O(n^(5/2) log n),58,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3083340,14.76271186440678,871,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3086880,14.779661016949152,872,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3090420,14.796610169491526,873,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3093960,14.813559322033898,874,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3097500,14.830508474576272,875,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3101040,14.847457627118644,876,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3104580,14.864406779661017,877,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3108120,14.88135593220339,878,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3111660,14.898305084745763,879,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3115200,14.915254237288135,880,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3118740,14.932203389830509,881,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3122280,14.94915254237288,882,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3125820,14.966101694915254,883,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3129360,14.983050847457626,884,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3132900,15.0,885,208860,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3189600,14.766666666666667,886,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3193200,14.783333333333333,887,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3196800,14.8,888,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3200400,14.816666666666666,889,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3204000,14.833333333333334,890,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3207600,14.85,891,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3211200,14.866666666666667,892,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3214800,14.883333333333333,893,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3218400,14.9,894,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3222000,14.916666666666666,895,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3225600,14.933333333333334,896,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3229200,14.95,897,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3232800,14.966666666666667,898,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3236400,14.983333333333333,899,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",30,3240000,15.0,900,216000,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3295858,15.271186440677965,901,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3299516,15.288135593220339,902,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3303174,15.305084745762711,903,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3306832,15.322033898305085,904,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3310490,15.338983050847459,905,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3314148,15.35593220338983,906,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3317806,15.372881355932204,907,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3321464,15.389830508474576,908,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3325122,15.40677966101695,909,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3328780,15.423728813559322,910,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3332438,15.440677966101696,911,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3336096,15.457627118644067,912,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3339754,15.474576271186441,913,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3343412,15.491525423728813,914,215822,O(n^(5/2) log n),59,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3403800,15.25,915,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3407520,15.266666666666667,916,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3411240,15.283333333333333,917,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3414960,15.3,918,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3418680,15.316666666666666,919,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3422400,15.333333333333334,920,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3426120,15.35,921,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3429840,15.366666666666667,922,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3433560,15.383333333333333,923,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3437280,15.4,924,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3441000,15.416666666666666,925,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3444720,15.433333333333334,926,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3448440,15.45,927,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3452160,15.466666666666667,928,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3455880,15.483333333333333,929,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3459600,15.5,930,223200,O(n^(5/2) log n),60,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3521042,15.262295081967213,931,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3524824,15.278688524590164,932,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3528606,15.295081967213115,933,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3532388,15.311475409836065,934,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3536170,15.327868852459016,935,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3539952,15.344262295081966,936,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3543734,15.360655737704919,937,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3547516,15.37704918032787,938,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3551298,15.39344262295082,939,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3555080,15.40983606557377,940,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3558862,15.426229508196721,941,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3562644,15.442622950819672,942,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3566426,15.459016393442623,943,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3570208,15.475409836065573,944,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3573990,15.491803278688524,945,230702,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3636424,15.258064516129032,946,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3640268,15.274193548387096,947,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3644112,15.290322580645162,948,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3647956,15.306451612903226,949,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3651800,15.32258064516129,950,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3655644,15.338709677419354,951,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3659488,15.35483870967742,952,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3663332,15.370967741935484,953,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3667176,15.387096774193548,954,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3671020,15.403225806451612,955,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3674864,15.419354838709678,956,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3678708,15.435483870967742,957,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3682552,15.451612903225806,958,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3686396,15.46774193548387,959,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3690240,15.483870967741936,960,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",31,3694084,15.5,961,238328,O(n^(5/2) log n),62,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3755648,15.770491803278688,962,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3759552,15.78688524590164,963,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3763456,15.80327868852459,964,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3767360,15.819672131147541,965,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3771264,15.836065573770492,966,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3775168,15.852459016393443,967,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3779072,15.868852459016393,968,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3782976,15.885245901639344,969,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3786880,15.901639344262295,970,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",32,3790784,15.918032786885245,971,238144,O(n^(5/2) log n),61,Theta(n^3 log n)
